"station_id"	"stationname"	"date"	"daytype"	"rides"	"loc"
"37855"	40960	"Pulaski-Orange"	"08/24/2018"	"W"	4433	"(41.799756, -87.724493)"
"37856"	40960	"Pulaski-Orange"	"08/25/2018"	"A"	2359	"(41.799756, -87.724493)"
"37857"	40960	"Pulaski-Orange"	"08/26/2018"	"U"	1750	"(41.799756, -87.724493)"
"37858"	40960	"Pulaski-Orange"	"08/27/2018"	"W"	4875	"(41.799756, -87.724493)"
"37859"	40960	"Pulaski-Orange"	"08/28/2018"	"W"	5360	"(41.799756, -87.724493)"
"37860"	40960	"Pulaski-Orange"	"08/29/2018"	"W"	5267	"(41.799756, -87.724493)"
"37861"	40960	"Pulaski-Orange"	"08/30/2018"	"W"	5424	"(41.799756, -87.724493)"
"37862"	40960	"Pulaski-Orange"	"08/31/2018"	"W"	4887	"(41.799756, -87.724493)"
"42208"	40960	"Pulaski-Orange"	"09/01/2018"	"A"	2081	"(41.799756, -87.724493)"
"42209"	40960	"Pulaski-Orange"	"09/02/2018"	"U"	1718	"(41.799756, -87.724493)"
"42210"	40960	"Pulaski-Orange"	"09/03/2018"	"U"	1591	"(41.799756, -87.724493)"
"42211"	40960	"Pulaski-Orange"	"09/04/2018"	"W"	5530	"(41.799756, -87.724493)"
"42212"	40960	"Pulaski-Orange"	"09/05/2018"	"W"	5747	"(41.799756, -87.724493)"
"42213"	40960	"Pulaski-Orange"	"09/06/2018"	"W"	5706	"(41.799756, -87.724493)"
"42214"	40960	"Pulaski-Orange"	"09/07/2018"	"W"	5481	"(41.799756, -87.724493)"
"42215"	40960	"Pulaski-Orange"	"09/08/2018"	"A"	2314	"(41.799756, -87.724493)"
"42216"	40960	"Pulaski-Orange"	"09/09/2018"	"U"	1685	"(41.799756, -87.724493)"
"42217"	40960	"Pulaski-Orange"	"09/10/2018"	"W"	5972	"(41.799756, -87.724493)"
"42218"	40960	"Pulaski-Orange"	"09/11/2018"	"W"	6024	"(41.799756, -87.724493)"
"42219"	40960	"Pulaski-Orange"	"09/12/2018"	"W"	6047	"(41.799756, -87.724493)"
"42220"	40960	"Pulaski-Orange"	"09/13/2018"	"W"	6079	"(41.799756, -87.724493)"
"42221"	40960	"Pulaski-Orange"	"09/14/2018"	"W"	5793	"(41.799756, -87.724493)"
"42222"	40960	"Pulaski-Orange"	"09/15/2018"	"A"	2521	"(41.799756, -87.724493)"
"42223"	40960	"Pulaski-Orange"	"09/16/2018"	"U"	1752	"(41.799756, -87.724493)"
"42224"	40960	"Pulaski-Orange"	"09/17/2018"	"W"	5986	"(41.799756, -87.724493)"
"42225"	40960	"Pulaski-Orange"	"09/18/2018"	"W"	5955	"(41.799756, -87.724493)"
"42226"	40960	"Pulaski-Orange"	"09/19/2018"	"W"	5990	"(41.799756, -87.724493)"
"42227"	40960	"Pulaski-Orange"	"09/20/2018"	"W"	6013	"(41.799756, -87.724493)"
"42228"	40960	"Pulaski-Orange"	"09/21/2018"	"W"	5701	"(41.799756, -87.724493)"
"42229"	40960	"Pulaski-Orange"	"09/22/2018"	"A"	2407	"(41.799756, -87.724493)"
"42230"	40960	"Pulaski-Orange"	"09/23/2018"	"U"	1701	"(41.799756, -87.724493)"
"42231"	40960	"Pulaski-Orange"	"09/24/2018"	"W"	5918	"(41.799756, -87.724493)"
"42232"	40960	"Pulaski-Orange"	"09/25/2018"	"W"	5961	"(41.799756, -87.724493)"
"42233"	40960	"Pulaski-Orange"	"09/26/2018"	"W"	6221	"(41.799756, -87.724493)"
"42234"	40960	"Pulaski-Orange"	"09/27/2018"	"W"	6090	"(41.799756, -87.724493)"
"42235"	40960	"Pulaski-Orange"	"09/28/2018"	"W"	5616	"(41.799756, -87.724493)"
"42236"	40960	"Pulaski-Orange"	"09/29/2018"	"A"	2534	"(41.799756, -87.724493)"
"42237"	40960	"Pulaski-Orange"	"09/30/2018"	"U"	1836	"(41.799756, -87.724493)"
"46630"	40960	"Pulaski-Orange"	"10/01/2018"	"W"	5892	"(41.799756, -87.724493)"
"46631"	40960	"Pulaski-Orange"	"10/02/2018"	"W"	6092	"(41.799756, -87.724493)"
"46632"	40960	"Pulaski-Orange"	"10/03/2018"	"W"	6194	"(41.799756, -87.724493)"
"46633"	40960	"Pulaski-Orange"	"10/04/2018"	"W"	6112	"(41.799756, -87.724493)"
"46634"	40960	"Pulaski-Orange"	"10/05/2018"	"W"	5292	"(41.799756, -87.724493)"
"46635"	40960	"Pulaski-Orange"	"10/06/2018"	"A"	2228	"(41.799756, -87.724493)"
"46636"	40960	"Pulaski-Orange"	"10/07/2018"	"U"	2026	"(41.799756, -87.724493)"
"46637"	40960	"Pulaski-Orange"	"10/08/2018"	"W"	4588	"(41.799756, -87.724493)"
"46638"	40960	"Pulaski-Orange"	"10/09/2018"	"W"	5960	"(41.799756, -87.724493)"
"46639"	40960	"Pulaski-Orange"	"10/10/2018"	"W"	5984	"(41.799756, -87.724493)"
"46640"	40960	"Pulaski-Orange"	"10/11/2018"	"W"	5964	"(41.799756, -87.724493)"
"46641"	40960	"Pulaski-Orange"	"10/12/2018"	"W"	5400	"(41.799756, -87.724493)"
"46642"	40960	"Pulaski-Orange"	"10/13/2018"	"A"	2420	"(41.799756, -87.724493)"
"46643"	40960	"Pulaski-Orange"	"10/14/2018"	"U"	1611	"(41.799756, -87.724493)"
"46644"	40960	"Pulaski-Orange"	"10/15/2018"	"W"	5738	"(41.799756, -87.724493)"
"46645"	40960	"Pulaski-Orange"	"10/16/2018"	"W"	5848	"(41.799756, -87.724493)"
"46646"	40960	"Pulaski-Orange"	"10/17/2018"	"W"	6086	"(41.799756, -87.724493)"
"46647"	40960	"Pulaski-Orange"	"10/18/2018"	"W"	5829	"(41.799756, -87.724493)"
"46648"	40960	"Pulaski-Orange"	"10/19/2018"	"W"	5470	"(41.799756, -87.724493)"
"46649"	40960	"Pulaski-Orange"	"10/20/2018"	"A"	2309	"(41.799756, -87.724493)"
"46650"	40960	"Pulaski-Orange"	"10/21/2018"	"U"	1700	"(41.799756, -87.724493)"
"46651"	40960	"Pulaski-Orange"	"10/22/2018"	"W"	5768	"(41.799756, -87.724493)"
"46652"	40960	"Pulaski-Orange"	"10/23/2018"	"W"	6019	"(41.799756, -87.724493)"
"46653"	40960	"Pulaski-Orange"	"10/24/2018"	"W"	6054	"(41.799756, -87.724493)"
"46654"	40960	"Pulaski-Orange"	"10/25/2018"	"W"	5821	"(41.799756, -87.724493)"
"46655"	40960	"Pulaski-Orange"	"10/26/2018"	"W"	5500	"(41.799756, -87.724493)"
"46656"	40960	"Pulaski-Orange"	"10/27/2018"	"A"	2239	"(41.799756, -87.724493)"
"46657"	40960	"Pulaski-Orange"	"10/28/2018"	"U"	1541	"(41.799756, -87.724493)"
"46658"	40960	"Pulaski-Orange"	"10/29/2018"	"W"	5684	"(41.799756, -87.724493)"
"46659"	40960	"Pulaski-Orange"	"10/30/2018"	"W"	5822	"(41.799756, -87.724493)"
"46660"	40960	"Pulaski-Orange"	"10/31/2018"	"W"	5683	"(41.799756, -87.724493)"
"50919"	40960	"Pulaski-Orange"	"11/01/2018"	"W"	5734	"(41.799756, -87.724493)"
"50920"	40960	"Pulaski-Orange"	"11/02/2018"	"W"	4817	"(41.799756, -87.724493)"
"50921"	40960	"Pulaski-Orange"	"11/03/2018"	"A"	2207	"(41.799756, -87.724493)"
"50922"	40960	"Pulaski-Orange"	"11/04/2018"	"U"	1462	"(41.799756, -87.724493)"
"50923"	40960	"Pulaski-Orange"	"11/05/2018"	"W"	5627	"(41.799756, -87.724493)"
"50924"	40960	"Pulaski-Orange"	"11/06/2018"	"W"	5625	"(41.799756, -87.724493)"
"50925"	40960	"Pulaski-Orange"	"11/07/2018"	"W"	5916	"(41.799756, -87.724493)"
"50926"	40960	"Pulaski-Orange"	"11/08/2018"	"W"	5709	"(41.799756, -87.724493)"
"50927"	40960	"Pulaski-Orange"	"11/09/2018"	"W"	5280	"(41.799756, -87.724493)"
"50928"	40960	"Pulaski-Orange"	"11/10/2018"	"A"	2053	"(41.799756, -87.724493)"
"50929"	40960	"Pulaski-Orange"	"11/11/2018"	"U"	1532	"(41.799756, -87.724493)"
"50930"	40960	"Pulaski-Orange"	"11/12/2018"	"W"	4215	"(41.799756, -87.724493)"
"50931"	40960	"Pulaski-Orange"	"11/13/2018"	"W"	5664	"(41.799756, -87.724493)"
"50932"	40960	"Pulaski-Orange"	"11/14/2018"	"W"	5636	"(41.799756, -87.724493)"
"50933"	40960	"Pulaski-Orange"	"11/15/2018"	"W"	4971	"(41.799756, -87.724493)"
"50934"	40960	"Pulaski-Orange"	"11/16/2018"	"W"	5880	"(41.799756, -87.724493)"
"50935"	40960	"Pulaski-Orange"	"11/17/2018"	"A"	2597	"(41.799756, -87.724493)"
"50936"	40960	"Pulaski-Orange"	"11/18/2018"	"U"	1571	"(41.799756, -87.724493)"
"50937"	40960	"Pulaski-Orange"	"11/19/2018"	"W"	5447	"(41.799756, -87.724493)"
"50938"	40960	"Pulaski-Orange"	"11/20/2018"	"W"	5476	"(41.799756, -87.724493)"
"50939"	40960	"Pulaski-Orange"	"11/21/2018"	"W"	4380	"(41.799756, -87.724493)"
"50940"	40960	"Pulaski-Orange"	"11/22/2018"	"U"	980	"(41.799756, -87.724493)"
"50941"	40960	"Pulaski-Orange"	"11/23/2018"	"W"	2660	"(41.799756, -87.724493)"
"50942"	40960	"Pulaski-Orange"	"11/24/2018"	"A"	2179	"(41.799756, -87.724493)"
"50943"	40960	"Pulaski-Orange"	"11/25/2018"	"U"	1332	"(41.799756, -87.724493)"
"50944"	40960	"Pulaski-Orange"	"11/26/2018"	"W"	4657	"(41.799756, -87.724493)"
"50945"	40960	"Pulaski-Orange"	"11/27/2018"	"W"	5357	"(41.799756, -87.724493)"
"50946"	40960	"Pulaski-Orange"	"11/28/2018"	"W"	5443	"(41.799756, -87.724493)"
"50947"	40960	"Pulaski-Orange"	"11/29/2018"	"W"	5451	"(41.799756, -87.724493)"
"50948"	40960	"Pulaski-Orange"	"11/30/2018"	"W"	5406	"(41.799756, -87.724493)"
"55351"	40960	"Pulaski-Orange"	"12/01/2018"	"A"	2001	"(41.799756, -87.724493)"
"55352"	40960	"Pulaski-Orange"	"12/02/2018"	"U"	1474	"(41.799756, -87.724493)"
"55353"	40960	"Pulaski-Orange"	"12/03/2018"	"W"	5372	"(41.799756, -87.724493)"
"55354"	40960	"Pulaski-Orange"	"12/04/2018"	"W"	5503	"(41.799756, -87.724493)"
"55355"	40960	"Pulaski-Orange"	"12/05/2018"	"W"	5639	"(41.799756, -87.724493)"
"55356"	40960	"Pulaski-Orange"	"12/06/2018"	"W"	5547	"(41.799756, -87.724493)"
"55357"	40960	"Pulaski-Orange"	"12/07/2018"	"W"	5123	"(41.799756, -87.724493)"
"55358"	40960	"Pulaski-Orange"	"12/08/2018"	"A"	2147	"(41.799756, -87.724493)"
"55359"	40960	"Pulaski-Orange"	"12/09/2018"	"U"	1482	"(41.799756, -87.724493)"
"55360"	40960	"Pulaski-Orange"	"12/10/2018"	"W"	5147	"(41.799756, -87.724493)"
"55361"	40960	"Pulaski-Orange"	"12/11/2018"	"W"	5341	"(41.799756, -87.724493)"
"55362"	40960	"Pulaski-Orange"	"12/12/2018"	"W"	5305	"(41.799756, -87.724493)"
"55363"	40960	"Pulaski-Orange"	"12/13/2018"	"W"	5280	"(41.799756, -87.724493)"
"55364"	40960	"Pulaski-Orange"	"12/14/2018"	"W"	5089	"(41.799756, -87.724493)"
"55365"	40960	"Pulaski-Orange"	"12/15/2018"	"A"	2335	"(41.799756, -87.724493)"
"55366"	40960	"Pulaski-Orange"	"12/16/2018"	"U"	1709	"(41.799756, -87.724493)"
"55367"	40960	"Pulaski-Orange"	"12/17/2018"	"W"	4706	"(41.799756, -87.724493)"
"55368"	40960	"Pulaski-Orange"	"12/18/2018"	"W"	5051	"(41.799756, -87.724493)"
"55369"	40960	"Pulaski-Orange"	"12/19/2018"	"W"	4978	"(41.799756, -87.724493)"
"55370"	40960	"Pulaski-Orange"	"12/20/2018"	"W"	4716	"(41.799756, -87.724493)"
"55371"	40960	"Pulaski-Orange"	"12/21/2018"	"W"	4663	"(41.799756, -87.724493)"
"55372"	40960	"Pulaski-Orange"	"12/22/2018"	"A"	2079	"(41.799756, -87.724493)"
"55373"	40960	"Pulaski-Orange"	"12/23/2018"	"U"	1592	"(41.799756, -87.724493)"
"55374"	40960	"Pulaski-Orange"	"12/24/2018"	"W"	1726	"(41.799756, -87.724493)"
"55375"	40960	"Pulaski-Orange"	"12/25/2018"	"U"	667	"(41.799756, -87.724493)"
"55376"	40960	"Pulaski-Orange"	"12/26/2018"	"W"	3233	"(41.799756, -87.724493)"
"55377"	40960	"Pulaski-Orange"	"12/27/2018"	"W"	3149	"(41.799756, -87.724493)"
"55378"	40960	"Pulaski-Orange"	"12/28/2018"	"W"	3437	"(41.799756, -87.724493)"
"55379"	40960	"Pulaski-Orange"	"12/29/2018"	"A"	1781	"(41.799756, -87.724493)"
"55380"	40960	"Pulaski-Orange"	"12/30/2018"	"U"	1435	"(41.799756, -87.724493)"
"55381"	40960	"Pulaski-Orange"	"12/31/2018"	"W"	2338	"(41.799756, -87.724493)"
"59828"	40960	"Pulaski-Orange"	"01/01/2019"	"U"	1008	"(41.799756, -87.724493)"
"59829"	40960	"Pulaski-Orange"	"01/02/2019"	"W"	3432	"(41.799756, -87.724493)"
"59830"	40960	"Pulaski-Orange"	"01/03/2019"	"W"	3841	"(41.799756, -87.724493)"
"59831"	40960	"Pulaski-Orange"	"01/04/2019"	"W"	3942	"(41.799756, -87.724493)"
"59832"	40960	"Pulaski-Orange"	"01/05/2019"	"A"	2021	"(41.799756, -87.724493)"
"59833"	40960	"Pulaski-Orange"	"01/06/2019"	"U"	1334	"(41.799756, -87.724493)"
"59834"	40960	"Pulaski-Orange"	"01/07/2019"	"W"	4292	"(41.799756, -87.724493)"
"59835"	40960	"Pulaski-Orange"	"01/08/2019"	"W"	4808	"(41.799756, -87.724493)"
"59836"	40960	"Pulaski-Orange"	"01/09/2019"	"W"	4652	"(41.799756, -87.724493)"
"59837"	40960	"Pulaski-Orange"	"01/10/2019"	"W"	4615	"(41.799756, -87.724493)"
"59838"	40960	"Pulaski-Orange"	"01/11/2019"	"W"	4657	"(41.799756, -87.724493)"
"59839"	40960	"Pulaski-Orange"	"01/12/2019"	"A"	1737	"(41.799756, -87.724493)"
"59840"	40960	"Pulaski-Orange"	"01/13/2019"	"U"	1114	"(41.799756, -87.724493)"
"59841"	40960	"Pulaski-Orange"	"01/14/2019"	"W"	5039	"(41.799756, -87.724493)"
"59842"	40960	"Pulaski-Orange"	"01/15/2019"	"W"	5182	"(41.799756, -87.724493)"
"59843"	40960	"Pulaski-Orange"	"01/16/2019"	"W"	5292	"(41.799756, -87.724493)"
"59844"	40960	"Pulaski-Orange"	"01/17/2019"	"W"	5256	"(41.799756, -87.724493)"
"59845"	40960	"Pulaski-Orange"	"01/18/2019"	"W"	4796	"(41.799756, -87.724493)"
"59846"	40960	"Pulaski-Orange"	"01/19/2019"	"A"	1431	"(41.799756, -87.724493)"
"59847"	40960	"Pulaski-Orange"	"01/20/2019"	"U"	1042	"(41.799756, -87.724493)"
"59848"	40960	"Pulaski-Orange"	"01/21/2019"	"W"	2243	"(41.799756, -87.724493)"
"59849"	40960	"Pulaski-Orange"	"01/22/2019"	"W"	5014	"(41.799756, -87.724493)"
"59850"	40960	"Pulaski-Orange"	"01/23/2019"	"W"	5071	"(41.799756, -87.724493)"
"59851"	40960	"Pulaski-Orange"	"01/24/2019"	"W"	5003	"(41.799756, -87.724493)"
"59852"	40960	"Pulaski-Orange"	"01/25/2019"	"W"	3695	"(41.799756, -87.724493)"
"59853"	40960	"Pulaski-Orange"	"01/26/2019"	"A"	1399	"(41.799756, -87.724493)"
"59854"	40960	"Pulaski-Orange"	"01/27/2019"	"U"	942	"(41.799756, -87.724493)"
"59855"	40960	"Pulaski-Orange"	"01/28/2019"	"W"	4560	"(41.799756, -87.724493)"
"59856"	40960	"Pulaski-Orange"	"01/29/2019"	"W"	4002	"(41.799756, -87.724493)"
"59857"	40960	"Pulaski-Orange"	"01/30/2019"	"W"	529	"(41.799756, -87.724493)"
"59858"	40960	"Pulaski-Orange"	"01/31/2019"	"W"	1310	"(41.799756, -87.724493)"
"64014"	40960	"Pulaski-Orange"	"02/01/2019"	"W"	3816	"(41.799756, -87.724493)"
"64015"	40960	"Pulaski-Orange"	"02/02/2019"	"A"	1707	"(41.799756, -87.724493)"
"64016"	40960	"Pulaski-Orange"	"02/03/2019"	"U"	1206	"(41.799756, -87.724493)"
"64017"	40960	"Pulaski-Orange"	"02/04/2019"	"W"	5194	"(41.799756, -87.724493)"
"64018"	40960	"Pulaski-Orange"	"02/05/2019"	"W"	5259	"(41.799756, -87.724493)"
"64019"	40960	"Pulaski-Orange"	"02/06/2019"	"W"	5233	"(41.799756, -87.724493)"
"64020"	40960	"Pulaski-Orange"	"02/07/2019"	"W"	5212	"(41.799756, -87.724493)"
"64021"	40960	"Pulaski-Orange"	"02/08/2019"	"W"	4337	"(41.799756, -87.724493)"
"64022"	40960	"Pulaski-Orange"	"02/09/2019"	"A"	1745	"(41.799756, -87.724493)"
"64023"	40960	"Pulaski-Orange"	"02/10/2019"	"U"	1166	"(41.799756, -87.724493)"
"64024"	40960	"Pulaski-Orange"	"02/11/2019"	"W"	5015	"(41.799756, -87.724493)"
"64025"	40960	"Pulaski-Orange"	"02/12/2019"	"W"	4910	"(41.799756, -87.724493)"
"64026"	40960	"Pulaski-Orange"	"02/13/2019"	"W"	5128	"(41.799756, -87.724493)"
"64027"	40960	"Pulaski-Orange"	"02/14/2019"	"W"	5398	"(41.799756, -87.724493)"
"64028"	40960	"Pulaski-Orange"	"02/15/2019"	"W"	4673	"(41.799756, -87.724493)"
"64029"	40960	"Pulaski-Orange"	"02/16/2019"	"A"	1733	"(41.799756, -87.724493)"
"64030"	40960	"Pulaski-Orange"	"02/17/2019"	"U"	1184	"(41.799756, -87.724493)"
"64031"	40960	"Pulaski-Orange"	"02/18/2019"	"W"	3106	"(41.799756, -87.724493)"
"64032"	40960	"Pulaski-Orange"	"02/19/2019"	"W"	5220	"(41.799756, -87.724493)"
"64033"	40960	"Pulaski-Orange"	"02/20/2019"	"W"	5177	"(41.799756, -87.724493)"
"64034"	40960	"Pulaski-Orange"	"02/21/2019"	"W"	5246	"(41.799756, -87.724493)"
"64035"	40960	"Pulaski-Orange"	"02/22/2019"	"W"	4881	"(41.799756, -87.724493)"
"64036"	40960	"Pulaski-Orange"	"02/23/2019"	"A"	1734	"(41.799756, -87.724493)"
"64037"	40960	"Pulaski-Orange"	"02/24/2019"	"U"	1090	"(41.799756, -87.724493)"
"64038"	40960	"Pulaski-Orange"	"02/25/2019"	"W"	4871	"(41.799756, -87.724493)"
"64039"	40960	"Pulaski-Orange"	"02/26/2019"	"W"	4948	"(41.799756, -87.724493)"
"64040"	40960	"Pulaski-Orange"	"02/27/2019"	"W"	5009	"(41.799756, -87.724493)"
"64041"	40960	"Pulaski-Orange"	"02/28/2019"	"W"	5004	"(41.799756, -87.724493)"
"68279"	40960	"Pulaski-Orange"	"03/01/2019"	"W"	4690	"(41.799756, -87.724493)"
"68280"	40960	"Pulaski-Orange"	"03/02/2019"	"A"	1846	"(41.799756, -87.724493)"
"68281"	40960	"Pulaski-Orange"	"03/03/2019"	"U"	1204	"(41.799756, -87.724493)"
"68282"	40960	"Pulaski-Orange"	"03/04/2019"	"W"	4364	"(41.799756, -87.724493)"
"68283"	40960	"Pulaski-Orange"	"03/05/2019"	"W"	4906	"(41.799756, -87.724493)"
"68284"	40960	"Pulaski-Orange"	"03/06/2019"	"W"	5093	"(41.799756, -87.724493)"
"68285"	40960	"Pulaski-Orange"	"03/07/2019"	"W"	5100	"(41.799756, -87.724493)"
"68286"	40960	"Pulaski-Orange"	"03/08/2019"	"W"	4827	"(41.799756, -87.724493)"
"68287"	40960	"Pulaski-Orange"	"03/09/2019"	"A"	1729	"(41.799756, -87.724493)"
"68288"	40960	"Pulaski-Orange"	"03/10/2019"	"U"	1183	"(41.799756, -87.724493)"
"68289"	40960	"Pulaski-Orange"	"03/11/2019"	"W"	4990	"(41.799756, -87.724493)"
"68290"	40960	"Pulaski-Orange"	"03/12/2019"	"W"	5202	"(41.799756, -87.724493)"
"68291"	40960	"Pulaski-Orange"	"03/13/2019"	"W"	5236	"(41.799756, -87.724493)"
"68292"	40960	"Pulaski-Orange"	"03/14/2019"	"W"	5100	"(41.799756, -87.724493)"
"68293"	40960	"Pulaski-Orange"	"03/15/2019"	"W"	4807	"(41.799756, -87.724493)"
"68294"	40960	"Pulaski-Orange"	"03/16/2019"	"A"	2743	"(41.799756, -87.724493)"
"68295"	40960	"Pulaski-Orange"	"03/17/2019"	"U"	1452	"(41.799756, -87.724493)"
"68296"	40960	"Pulaski-Orange"	"03/18/2019"	"W"	5042	"(41.799756, -87.724493)"
"68297"	40960	"Pulaski-Orange"	"03/19/2019"	"W"	5226	"(41.799756, -87.724493)"
"68298"	40960	"Pulaski-Orange"	"03/20/2019"	"W"	5158	"(41.799756, -87.724493)"
"68299"	40960	"Pulaski-Orange"	"03/21/2019"	"W"	5215	"(41.799756, -87.724493)"
"68300"	40960	"Pulaski-Orange"	"03/22/2019"	"W"	5121	"(41.799756, -87.724493)"
"68301"	40960	"Pulaski-Orange"	"03/23/2019"	"A"	2141	"(41.799756, -87.724493)"
"68302"	40960	"Pulaski-Orange"	"03/24/2019"	"U"	1370	"(41.799756, -87.724493)"
"68303"	40960	"Pulaski-Orange"	"03/25/2019"	"W"	4759	"(41.799756, -87.724493)"
"68304"	40960	"Pulaski-Orange"	"03/26/2019"	"W"	5075	"(41.799756, -87.724493)"
"68305"	40960	"Pulaski-Orange"	"03/27/2019"	"W"	5080	"(41.799756, -87.724493)"
"68306"	40960	"Pulaski-Orange"	"03/28/2019"	"W"	5066	"(41.799756, -87.724493)"
"68307"	40960	"Pulaski-Orange"	"03/29/2019"	"W"	4769	"(41.799756, -87.724493)"
"68308"	40960	"Pulaski-Orange"	"03/30/2019"	"A"	2011	"(41.799756, -87.724493)"
"68309"	40960	"Pulaski-Orange"	"03/31/2019"	"U"	1377	"(41.799756, -87.724493)"
"72688"	40960	"Pulaski-Orange"	"04/01/2019"	"W"	5130	"(41.799756, -87.724493)"
"72689"	40960	"Pulaski-Orange"	"04/02/2019"	"W"	5215	"(41.799756, -87.724493)"
"72690"	40960	"Pulaski-Orange"	"04/03/2019"	"W"	5415	"(41.799756, -87.724493)"
"72691"	40960	"Pulaski-Orange"	"04/04/2019"	"W"	5240	"(41.799756, -87.724493)"
"72692"	40960	"Pulaski-Orange"	"04/05/2019"	"W"	4576	"(41.799756, -87.724493)"
"72693"	40960	"Pulaski-Orange"	"04/06/2019"	"A"	2157	"(41.799756, -87.724493)"
"72694"	40960	"Pulaski-Orange"	"04/07/2019"	"U"	1337	"(41.799756, -87.724493)"
"72695"	40960	"Pulaski-Orange"	"04/08/2019"	"W"	5414	"(41.799756, -87.724493)"
"72696"	40960	"Pulaski-Orange"	"04/09/2019"	"W"	5143	"(41.799756, -87.724493)"
"72697"	40960	"Pulaski-Orange"	"04/10/2019"	"W"	5087	"(41.799756, -87.724493)"
"72698"	40960	"Pulaski-Orange"	"04/11/2019"	"W"	4870	"(41.799756, -87.724493)"
"72699"	40960	"Pulaski-Orange"	"04/12/2019"	"W"	4967	"(41.799756, -87.724493)"
"72700"	40960	"Pulaski-Orange"	"04/13/2019"	"A"	2001	"(41.799756, -87.724493)"
"72701"	40960	"Pulaski-Orange"	"04/14/2019"	"U"	995	"(41.799756, -87.724493)"
"72702"	40960	"Pulaski-Orange"	"04/15/2019"	"W"	4288	"(41.799756, -87.724493)"
"72703"	40960	"Pulaski-Orange"	"04/16/2019"	"W"	4611	"(41.799756, -87.724493)"
"72704"	40960	"Pulaski-Orange"	"04/17/2019"	"W"	4480	"(41.799756, -87.724493)"
"72705"	40960	"Pulaski-Orange"	"04/18/2019"	"W"	4028	"(41.799756, -87.724493)"
"72706"	40960	"Pulaski-Orange"	"04/19/2019"	"W"	3560	"(41.799756, -87.724493)"
"72707"	40960	"Pulaski-Orange"	"04/20/2019"	"A"	1930	"(41.799756, -87.724493)"
"72708"	40960	"Pulaski-Orange"	"04/21/2019"	"U"	1363	"(41.799756, -87.724493)"
"72709"	40960	"Pulaski-Orange"	"04/22/2019"	"W"	5090	"(41.799756, -87.724493)"
"72710"	40960	"Pulaski-Orange"	"04/23/2019"	"W"	5325	"(41.799756, -87.724493)"
"72711"	40960	"Pulaski-Orange"	"04/24/2019"	"W"	5457	"(41.799756, -87.724493)"
"72712"	40960	"Pulaski-Orange"	"04/25/2019"	"W"	5329	"(41.799756, -87.724493)"
"72713"	40960	"Pulaski-Orange"	"04/26/2019"	"W"	5132	"(41.799756, -87.724493)"
"72714"	40960	"Pulaski-Orange"	"04/27/2019"	"A"	1684	"(41.799756, -87.724493)"
"72715"	40960	"Pulaski-Orange"	"04/28/2019"	"U"	1361	"(41.799756, -87.724493)"
"72716"	40960	"Pulaski-Orange"	"04/29/2019"	"W"	4800	"(41.799756, -87.724493)"
"72717"	40960	"Pulaski-Orange"	"04/30/2019"	"W"	5066	"(41.799756, -87.724493)"
"77034"	40960	"Pulaski-Orange"	"05/01/2019"	"W"	5270	"(41.799756, -87.724493)"
"77035"	40960	"Pulaski-Orange"	"05/02/2019"	"W"	5146	"(41.799756, -87.724493)"
"77036"	40960	"Pulaski-Orange"	"05/03/2019"	"W"	5216	"(41.799756, -87.724493)"
"77037"	40960	"Pulaski-Orange"	"05/04/2019"	"A"	2325	"(41.799756, -87.724493)"
"77038"	40960	"Pulaski-Orange"	"05/05/2019"	"U"	1794	"(41.799756, -87.724493)"
"77039"	40960	"Pulaski-Orange"	"05/06/2019"	"W"	5204	"(41.799756, -87.724493)"
"77040"	40960	"Pulaski-Orange"	"05/07/2019"	"W"	5203	"(41.799756, -87.724493)"
"77041"	40960	"Pulaski-Orange"	"05/08/2019"	"W"	5393	"(41.799756, -87.724493)"
"77042"	40960	"Pulaski-Orange"	"05/09/2019"	"W"	5151	"(41.799756, -87.724493)"
"77043"	40960	"Pulaski-Orange"	"05/10/2019"	"W"	5081	"(41.799756, -87.724493)"
"77044"	40960	"Pulaski-Orange"	"05/11/2019"	"A"	2150	"(41.799756, -87.724493)"
"77045"	40960	"Pulaski-Orange"	"05/12/2019"	"U"	1504	"(41.799756, -87.724493)"
"77046"	40960	"Pulaski-Orange"	"05/13/2019"	"W"	4916	"(41.799756, -87.724493)"
"77047"	40960	"Pulaski-Orange"	"05/14/2019"	"W"	5061	"(41.799756, -87.724493)"
"77048"	40960	"Pulaski-Orange"	"05/15/2019"	"W"	5311	"(41.799756, -87.724493)"
"77049"	40960	"Pulaski-Orange"	"05/16/2019"	"W"	4948	"(41.799756, -87.724493)"
"77050"	40960	"Pulaski-Orange"	"05/17/2019"	"W"	4892	"(41.799756, -87.724493)"
"77051"	40960	"Pulaski-Orange"	"05/18/2019"	"A"	2212	"(41.799756, -87.724493)"
"77052"	40960	"Pulaski-Orange"	"05/19/2019"	"U"	1449	"(41.799756, -87.724493)"
"77053"	40960	"Pulaski-Orange"	"05/20/2019"	"W"	4958	"(41.799756, -87.724493)"
"77054"	40960	"Pulaski-Orange"	"05/21/2019"	"W"	4980	"(41.799756, -87.724493)"
"77055"	40960	"Pulaski-Orange"	"05/22/2019"	"W"	5282	"(41.799756, -87.724493)"
"77056"	40960	"Pulaski-Orange"	"05/23/2019"	"W"	5230	"(41.799756, -87.724493)"
